COMMENT_ID,AUTHOR,DATE,CONTENT,CLASS,clean_text,pred_youtube,pred_twitter,pred_reviews,score_moyen,pred_consolidee
z12ohdxjtsatvppjb04cctprprb1slnxdf4,outrightignite,2013 12 01t03 30 55,show your auburn pride here,1,z12ohdxjtsatvppjb04cctprprb1slnxdf4 outrightignite 2013 12 01t03 30 55 show your auburn pride here,0,0,negative,-0.3333333333333333,negative
z13tj514otzlurfbc04ccjwhrnmej1iihqw0k,brandon pryor,2014 01 19t00 36 25,i dont even watch it anymore i just come here to check on 2 billion or not,0,z13tj514otzlurfbc04ccjwhrnmej1iihqw0k brandon pryor 2014 01 19t00 36 25 i dont even watch it anymore i just come here to check on 2 billion or not,0,0,negative,-0.3333333333333333,negative
z13ce52jzwfitrkup23din4ojputijen3,eugene kalinin,2014 01 19t19 21 04,the projects after effects music foto web sites and another you can find and buy here,1,z13ce52jzwfitrkup23din4ojputijen3 eugene kalinin 2014 01 19t19 21 04 the projects after effects music foto web sites and another you can find and buy here,0,0,negative,-0.3333333333333333,negative
z12uw5z5roiqel3ds22iifbhbmnijn1qz04,noah françois,2014 11 05t20 15 09,ahhh 2 years ago,0,z12uw5z5roiqel3ds22iifbhbmnijn1qz04 noah françois 2014 11 05t20 15 09 ahhh 2 years ago,0,0,negative,-0.3333333333333333,negative
z13nwn54ukukyhdfb223vttqnu31hvf4k04,nachopinca3901,2014 11 05t21 14 36,stupid people this video doesnt have 2 billion visits have 2 thousands millions,0,z13nwn54ukukyhdfb223vttqnu31hvf4k04 nachopinca3901 2014 11 05t21 14 36 stupid people this video doesnt have 2 billion visits have 2 thousands millions,0,0,negative,-0.3333333333333333,negative
z13zhhualofpyz22z22pydei0oeyt5abc04,unknown,2014 11 06t14 50 18,every single types of face on earth,0,z13zhhualofpyz22z22pydei0oeyt5abc04 unknown 2014 11 06t14 50 18 every single types of face on earth,0,0,negative,-0.3333333333333333,negative
z12wjxmyvzr1yps4d04cfrexyorisrfqpc0,dovydas baranauskas,2014 11 07t14 29 19,get money here,1,z12wjxmyvzr1yps4d04cfrexyorisrfqpc0 dovydas baranauskas 2014 11 07t14 29 19 get money here,0,0,negative,-0.3333333333333333,negative
z13rdtkxmnfsdptlc22qwryhlsrfslcht04,adele lupei,2014 11 07t19 47 06,is this the video that started the whole got my dick stuck in an elevator excuse thing,0,z13rdtkxmnfsdptlc22qwryhlsrfslcht04 adele lupei 2014 11 07t19 47 06 is this the video that started the whole got my dick stuck in an elevator excuse thing,0,0,negative,-0.3333333333333333,negative
z13vc32olxm2znkjz04cd35gnozjebqhlig,thelegitbroz,2014 11 08t00 26 35,the funny thing is that this song was made in 2009 but it took 2 years to get to america,0,z13vc32olxm2znkjz04cd35gnozjebqhlig thelegitbroz 2014 11 08t00 26 35 the funny thing is that this song was made in 2009 but it took 2 years to get to america,0,0,negative,-0.3333333333333333,negative
z12denip3u2dyzqte23ytjoqdsieizlta,bert ernie,2014 11 08t00 45 40,this jap is such a piece of shit he is such a worthless fish head i dont know how any one likes this dumb untanlted gook this isnt even fucken music this is so fucking sad that this is even such thing people are so fucked up,0,z12denip3u2dyzqte23ytjoqdsieizlta bert ernie 2014 11 08t00 45 40 this jap is such a piece of shit he is such a worthless fish head i dont know how any one likes this dumb untanlted gook this isnt even fucken music this is so fucking sad that this is even such thing people are so fucked up,0,0,negative,-0.3333333333333333,negative
z12wuz2qqnawe50js04cejpzosrzdr0r1k40k,dana matich,2014 11 08t03 32 55,hey guys check this out kollektivet don t be slappin my penis i think that they deserve much more credit than they receive,1,z12wuz2qqnawe50js04cejpzosrzdr0r1k40k dana matich 2014 11 08t03 32 55 hey guys check this out kollektivet don t be slappin my penis i think that they deserve much more credit than they receive,0,0,negative,-0.3333333333333333,negative
z12duvqj2ozihjxzr04cffmhekeyzbkql20,arrestme11,2014 11 08t06 50 39,how stupid humanity is,0,z12duvqj2ozihjxzr04cffmhekeyzbkql20 arrestme11 2014 11 08t06 50 39 how stupid humanity is,0,0,negative,-0.3333333333333333,negative
z12ivx14lye5szr4k04cddnhuujytfhz4v00k,the silhouette,2014 11 08t09 25 51,most viewed video on youtube daaaaaaaaaaannng those views can almost dominate the entire china,0,z12ivx14lye5szr4k04cddnhuujytfhz4v00k the silhouette 2014 11 08t09 25 51 most viewed video on youtube daaaaaaaaaaannng those views can almost dominate the entire china,0,0,negative,-0.3333333333333333,negative
z12qfpcgnmjcgfqh104cd3fptuuxzxcp0i4,piwnugget,2014 11 08t10 12 42,youtube money,0,z12qfpcgnmjcgfqh104cd3fptuuxzxcp0i4 piwnugget 2014 11 08t10 12 42 youtube money,0,0,negative,-0.3333333333333333,negative
z12zgfgp1rzzct4ft23jxrwozxabfnjjv04,this is really not lois arceo,2014 11 10t13 25 27,new goal 3 000 000 let s go for it,0,z12zgfgp1rzzct4ft23jxrwozxabfnjjv04 this is really not lois arceo 2014 11 10t13 25 27 new goal 3 000 000 let s go for it,0,0,negative,-0.3333333333333333,negative
z12kx35bmpbiez0kp22qxrrrrzecznnw004,puppy lover5614,2014 11 11t22 48 11,i hav absolutely no idea what he s saying is it even a language,0,z12kx35bmpbiez0kp22qxrrrrzecznnw004 puppy lover5614 2014 11 11t22 48 11 i hav absolutely no idea what he s saying is it even a language,0,0,negative,-0.3333333333333333,negative
z123vd4i3laosnv4b04ci3pwunuvytarigs,thuan lai tran,2014 11 12t05 01 52,this is getting old,0,z123vd4i3laosnv4b04ci3pwunuvytarigs thuan lai tran 2014 11 12t05 01 52 this is getting old,0,0,negative,-0.3333333333333333,negative
z12usr54ppaxxf1dl23nhbybruapdnixw04,arthur teixeira,2014 11 12t20 12 47,i wanted to know the name of the guy that dances at 00 58 anybody knows,0,z12usr54ppaxxf1dl23nhbybruapdnixw04 arthur teixeira 2014 11 12t20 12 47 i wanted to know the name of the guy that dances at 00 58 anybody knows,0,0,negative,-0.3333333333333333,negative
z12oex5p1miewvugp04cgjfqiq3xsxrolhk,caius ballad,2014 11 13t00 58 20,imagine if this guy put adsense on with all these views u could pay ur morgage,0,z12oex5p1miewvugp04cgjfqiq3xsxrolhk caius ballad 2014 11 13t00 58 20 imagine if this guy put adsense on with all these views u could pay ur morgage,0,0,negative,-0.3333333333333333,negative
z131idupvn3yhf3mv23dwzhi4pqixvwuw,,2014 11 13t07 59 33,look at the pictures if not difficult,1,z131idupvn3yhf3mv23dwzhi4pqixvwuw 2014 11 13t07 59 33 look at the pictures if not difficult,0,0,negative,-0.3333333333333333,negative
z12vvnza4rq5tvzou04cgxeookraexq5opo0k,ghazi rizvi,2014 11 13t23 02 09,bing rewards earn free money and no u cant get ur virus in blue,1,z12vvnza4rq5tvzou04cgxeookraexq5opo0k ghazi rizvi 2014 11 13t23 02 09 bing rewards earn free money and no u cant get ur virus in blue,0,0,negative,-0.3333333333333333,negative
z13sh3cz1kbqgrai504cf53qsq25ypmi5zs0k,leonel hernandez,2014 11 14t12 35 38,something to dance to even if your sad just dance psy gangnam style m v,0,z13sh3cz1kbqgrai504cf53qsq25ypmi5zs0k leonel hernandez 2014 11 14t12 35 38 something to dance to even if your sad just dance psy gangnam style m v,0,0,negative,-0.3333333333333333,negative
z12etrpq5xu0vnm2g230szo5ote3zviny,intergaming,2014 11 14t13 16 24,everyones back lool this is almost 3 years old and people are still hear xd,0,z12etrpq5xu0vnm2g230szo5ote3zviny intergaming 2014 11 14t13 16 24 everyones back lool this is almost 3 years old and people are still hear xd,0,0,negative,-0.3333333333333333,negative
